,Id,MSSubClass,MSZoning,LogLotFrontage,LogLotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,Log1stFlrSF,X2ndFlrSF,LowQualFinSF,LogGrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LogSalePrice,TotalSF,CostPerSF
198,198,75,RL,1.640753,2.316809,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8,4,9,1990,Gable,CompShg,Stucco,Stucco,None,0,Gd,Gd,PConc,TA,TA,TA,GLQ,1036,LwQ,184,140,1360,GasA,Gd,Y,SBrkr,1.976195,1360,392,2.084805,1,1,2,0,4,1,Gd,8,Typ,1,0,Detchd,1918,Unf,2,795,TA,TA,Y,0,16,552,0,0,512,Ex,GdPrv,None,0,3,2006,WD,Abnorml,2.515059,7.908387,86.39706
199,199,75,RM,1.508908,2.153636,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,7,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,TA,Unf,0,Unf,0,755,755,GasA,Ex,Y,SBrkr,1.921926,929,371,2.042428,0,0,1,0,5,1,TA,8,Typ,0,None,None,0,None,0,0,None,None,Y,0,198,30,0,0,0,None,MnPrv,None,0,7,2009,WD,Abnorml,2.446871,7.527256,55.97417
200,200,20,RL,1.465737,2.215782,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,9,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,262,Gd,TA,PConc,Ex,TA,Ex,GLQ,1088,Unf,0,625,1713,GasA,Ex,Y,SBrkr,2.007677,0,0,2.007677,1,0,2,0,3,1,Ex,7,Typ,1,2,Attchd,2004,Fin,3,856,TA,TA,Y,0,26,0,0,170,0,None,None,None,0,1,2009,WD,Normal,2.52766,7.446001,160.4787
201,201,20,RM,1.477511,2.20312,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,TA,Unf,0,Unf,0,1121,1121,GasA,Ex,Y,SBrkr,1.949045,0,0,1.949045,0,0,2,0,2,1,TA,5,Typ,0,None,Attchd,2003,RFn,2,440,TA,TA,Y,132,64,0,0,0,0,None,None,None,0,3,2010,WD,Normal,2.472277,7.021976,124.8885
202,202,20,RL,1.462674,2.221675,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,6,7,1977,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,TA,ALQ,641,LwQ,279,276,1196,GasA,TA,Y,SBrkr,1.967648,0,0,1.967648,0,1,2,0,3,1,TA,6,Typ,2,1,Detchd,1980,Unf,2,473,TA,TA,Y,238,83,0,0,0,0,None,MnPrv,None,0,2,2008,WD,Normal,2.489259,7.153834,134.0891
203,203,50,RL,1.364055,2.180832,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,7,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,Fa,TA,TA,LwQ,617,Unf,0,0,617,GasA,Gd,Y,SBrkr,1.911427,445,0,1.97099,0,0,2,0,2,1,TA,6,Min1,0,None,Attchd,1924,Unf,1,398,TA,TA,Y,0,0,126,0,0,0,None,None,None,0,5,2006,COD,Normal,2.453266,7.177782,85.49618
204,204,120,RM,1.443172,2.127989,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,7,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205,Gd,TA,PConc,Gd,TA,Ex,GLQ,662,Unf,0,186,848,GasA,Ex,Y,SBrkr,1.908487,0,0,1.908487,1,0,1,0,1,1,Gd,3,Typ,1,2,Attchd,2004,RFn,2,420,TA,TA,Y,149,0,0,0,0,0,None,None,None,0,1,2008,WD,Normal,2.477521,6.742881,175.7075
205,205,50,RM,1.364055,2.099308,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,6,1950,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,CBlock,TA,TA,TA,LwQ,312,Unf,0,408,720,GasA,TA,Y,SBrkr,1.883921,564,0,1.968194,0,0,1,1,2,1,TA,5,Typ,0,None,Detchd,1948,Unf,1,240,TA,TA,Y,0,35,0,0,0,0,None,MnWw,None,0,4,2009,WD,Normal,2.451715,7.157735,85.66978
206,206,20,RL,1.524995,2.238598,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,8,1990,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,TA,Unf,0,Unf,0,1424,1424,GasA,Ex,Y,SBrkr,1.984277,0,0,1.984277,0,0,2,0,3,1,TA,5,Typ,0,None,Attchd,1990,RFn,2,500,TA,TA,Y,0,34,0,508,0,0,None,None,None,0,5,2009,WD,Normal,2.493494,7.273786,125.1734
207,207,20,RL,1.305323,2.253729,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,6,1962,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,TA,TA,Unf,0,Unf,0,1140,1140,GasA,TA,Y,SBrkr,2.006337,0,0,2.006337,0,0,1,1,3,1,TA,8,Min2,1,None,Attchd,1962,RFn,1,349,TA,TA,Y,0,30,0,0,0,0,None,None,None,0,3,2007,WD,Normal,2.474593,7.436028,84.8467
208,208,20,RL,1.443172,2.244206,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,5,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,TA,ALQ,419,Rec,306,375,1100,GasA,TA,Y,SBrkr,1.946348,0,0,1.946348,1,0,1,0,3,1,TA,6,Typ,1,3,Attchd,1960,RFn,1,312,TA,TA,Y,355,0,0,0,0,0,None,GdWo,None,0,4,2008,WD,Normal,2.472878,7.003065,128.1818
209,209,60,RL,1.443172,2.258892,Pave,None,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,8,1989,Gable,CompShg,Plywood,Plywood,BrkFace,128,Gd,TA,CBlock,Gd,TA,Fa,GLQ,1065,Unf,0,92,1157,GasA,Ex,Y,SBrkr,1.956323,882,0,2.032275,1,0,2,1,3,1,TA,7,Typ,1,2,Attchd,1988,Fin,2,454,TA,TA,Y,60,55,0,0,154,0,None,None,None,0,4,2007,WD,Normal,2.528267,7.631432,134.3356
210,210,20,RL,1.462674,2.199219,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,7,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260,TA,TA,CBlock,Gd,TA,TA,Rec,787,Unf,0,305,1092,GasA,Ex,Y,SBrkr,1.945305,0,0,1.945305,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1964,RFn,2,504,TA,Gd,Y,0,0,0,0,0,0,None,MnPrv,None,0,7,2008,WD,Normal,2.475234,6.995766,132.7839
211,211,30,RL,1.436201,2.155388,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,6,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,CBlock,TA,TA,TA,Rec,468,Unf,0,396,864,GasA,TA,N,FuseA,1.911256,0,0,1.911256,1,0,1,0,2,1,TA,5,Typ,0,None,None,0,None,0,0,None,None,Y,0,0,96,0,0,0,None,None,None,0,4,2008,WD,Normal,2.441714,6.761573,113.4259
212,212,20,RL,1.485877,2.224784,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,7,2009,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Gd,GLQ,36,Unf,0,1176,1212,GasA,Ex,Y,SBrkr,1.960099,0,0,1.960099,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2009,RFn,2,460,TA,TA,Y,100,22,0,0,0,0,None,None,None,0,3,2010,WD,Normal,2.49597,7.100027,153.4653
213,213,60,FV,1.453174,2.204328,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,8,2009,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,TA,GLQ,822,Unf,0,78,900,GasA,Ex,Y,SBrkr,1.922398,920,0,2.018101,1,0,2,1,3,1,Gd,7,Typ,1,None,Attchd,2009,RFn,2,644,TA,TA,Y,168,108,0,0,0,0,None,None,None,0,7,2009,New,Partial,2.520907,7.524021,136.4352
214,214,20,RL,1.324738,2.252919,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,6,1995,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,TA,ALQ,716,Unf,0,274,990,GasA,Ex,Y,SBrkr,1.931189,0,0,1.931189,0,1,1,0,3,1,TA,5,Typ,0,None,Attchd,1996,Unf,2,576,TA,TA,Y,224,0,0,0,0,0,None,None,None,0,7,2006,WD,Normal,2.481368,6.897705,157.5758
215,215,60,RL,1.443172,2.22964,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,7,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,153,TA,TA,CBlock,Gd,TA,TA,GLQ,378,Unf,0,311,689,GasA,Ex,Y,SBrkr,1.877209,703,0,1.979414,0,0,1,1,3,1,TA,6,Typ,0,None,Attchd,1977,Fin,1,299,TA,TA,Y,0,36,0,0,0,0,None,MnPrv,Shed,450,3,2010,WD,Normal,2.48439,7.238497,116.1997
216,216,20,RL,1.453174,2.220446,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,6,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,64,TA,TA,CBlock,TA,TA,TA,BLQ,360,Unf,0,710,1070,GasA,TA,Y,SBrkr,1.962857,0,0,1.962857,0,1,1,0,2,1,Gd,6,Min1,1,1,Attchd,1957,Unf,1,447,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,5,2006,WD,Normal,2.468858,7.119636,108.7783
217,217,20,RL,1.428968,2.201872,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,8,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266,Gd,TA,PConc,Gd,TA,Gd,GLQ,946,Unf,0,490,1436,GasA,Ex,Y,SBrkr,1.983704,0,0,1.983704,1,0,2,0,3,1,Gd,8,Typ,0,None,Attchd,2004,Unf,2,484,TA,TA,Y,139,98,0,0,0,0,None,None,None,0,4,2008,WD,Normal,2.505923,7.269617,146.2396
218,218,70,RM,1.397,2.219301,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,5,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,TA,Unf,0,Unf,0,686,686,GasA,Fa,N,SBrkr,1.901665,518,0,1.97289,0,0,1,0,3,1,TA,8,Typ,0,None,Detchd,1940,Unf,1,210,TA,TA,Y,0,172,60,0,0,0,None,None,None,0,9,2006,WD,Family,2.44933,7.191429,80.57229
219,219,50,RL,1.443172,2.267876,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,8,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,312,Gd,Gd,CBlock,TA,TA,TA,BLQ,341,Unf,0,457,798,GasA,Ex,Y,SBrkr,1.951061,817,0,2.025201,0,1,1,1,3,1,Gd,8,Typ,2,None,Attchd,1939,Unf,2,431,TA,TA,Y,0,119,150,0,0,0,None,None,None,0,5,2008,WD,Normal,2.53759,7.577634,159.4166
220,220,120,RL,1.324738,2.080653,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,8,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Gd,TA,PConc,Gd,TA,Ex,GLQ,16,Unf,0,1232,1248,GasA,Ex,Y,SBrkr,1.964213,0,0,1.964213,0,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2005,Fin,2,438,TA,TA,Y,108,0,0,0,0,0,None,None,None,0,3,2006,New,Partial,2.48717,7.129298,134.0064
221,221,20,RL,1.456394,2.208699,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,8,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1498,1498,GasA,Ex,Y,SBrkr,1.989501,0,0,1.989501,0,0,2,0,2,1,Gd,5,Typ,0,None,Attchd,2006,RFn,2,675,TA,TA,Y,351,33,0,0,0,0,None,None,None,0,4,2006,New,Partial,2.503915,7.311886,136.7824
222,222,60,RL,1.443172,2.196742,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,7,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,TA,Unf,0,Unf,0,1010,1010,GasA,Ex,Y,SBrkr,1.934084,1257,0,2.044619,0,0,2,1,4,1,Gd,8,Typ,1,None,BuiltIn,2002,RFn,2,390,TA,TA,Y,120,46,0,0,0,0,None,None,None,0,12,2009,ConLI,Normal,2.501934,7.726213,88.22232
223,223,60,RL,1.491251,2.235155,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,7,1975,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,TA,ALQ,550,Unf,0,163,713,GasA,TA,Y,SBrkr,1.901849,741,0,1.994333,1,0,2,1,3,1,TA,6,Typ,1,None,Attchd,1975,RFn,2,434,TA,TA,Y,209,208,0,0,0,0,None,MnPrv,None,0,2,2006,WD,Normal,2.493218,7.3473,115.9149
224,224,20,RL,1.446565,2.22561,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,5,1971,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,TA,ALQ,524,LwQ,180,160,864,GasA,Gd,Y,SBrkr,1.911256,0,0,1.911256,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1989,Unf,2,576,TA,TA,Y,216,0,0,0,0,0,None,None,None,0,3,2009,WD,Abnorml,2.440821,6.761573,112.2685
225,225,20,RL,1.533578,2.252172,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,922,Ex,TA,PConc,Ex,TA,Fa,GLQ,56,Unf,0,2336,2392,GasA,Ex,Y,SBrkr,2.051542,0,0,2.051542,0,0,2,0,3,1,Ex,8,Typ,1,0,Attchd,2003,Fin,3,968,TA,TA,Y,248,105,0,0,0,0,None,None,None,0,6,2009,WD,Normal,2.554451,7.779885,161.4758
226,226,160,RM,1.113344,2.005061,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,6,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142,TA,TA,CBlock,TA,TA,TA,Unf,0,Unf,0,630,630,GasA,TA,Y,SBrkr,1.863416,672,0,1.970137,0,0,2,1,3,1,TA,6,Typ,0,None,Detchd,1991,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2009,COD,Abnorml,2.453266,7.171657,86.02151
227,227,60,RL,1.48313,2.219782,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,8,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290,Gd,TA,PConc,Gd,TA,TA,GLQ,565,Unf,0,638,1203,GasA,Ex,Y,SBrkr,1.960331,1306,0,2.05822,0,0,2,1,4,1,Gd,9,Typ,1,None,Attchd,1995,RFn,3,721,TA,TA,Y,224,114,0,0,0,0,None,None,None,0,6,2007,WD,Abnorml,2.53192,7.832014,115.0794
228,228,160,RM,1.113344,2.019314,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,7,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127,TA,TA,CBlock,TA,TA,TA,Rec,321,Unf,0,162,483,GasA,TA,Y,SBrkr,1.821321,504,0,1.930749,0,0,1,1,2,1,TA,5,Typ,0,None,Detchd,1987,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,9,2008,WD,Normal,2.448519,6.89467,107.3961
229,229,20,RL,1.446565,2.202797,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,6,1967,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,TA,ALQ,842,Unf,0,70,912,GasA,TA,Y,SBrkr,1.91922,0,0,1.91922,0,0,1,0,3,1,TA,5,Typ,1,1,Detchd,1974,Unf,1,336,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,5,2010,WD,Normal,2.462667,6.81564,137.0614
230,230,120,RL,1.324738,2.087567,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,8,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Gd,TA,PConc,Gd,TA,Ex,GLQ,16,Unf,0,1357,1373,GasA,Ex,Y,SBrkr,1.994596,0,0,1.994596,0,0,2,0,2,1,Gd,7,Typ,1,None,Attchd,2005,Fin,2,430,TA,TA,Y,143,20,0,0,0,0,None,None,None,0,5,2009,WD,Normal,2.498797,7.349231,123.7942
231,231,20,RL,1.456394,2.205849,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,7,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220,TA,TA,CBlock,TA,TA,TA,Unf,0,Unf,0,1194,1194,GasA,TA,Y,SBrkr,1.957989,0,0,1.957989,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1959,RFn,1,312,TA,TA,Y,0,0,120,0,0,0,None,None,None,0,4,2010,WD,Normal,2.476956,7.085064,123.9531
232,232,60,RL,1.640753,2.26436,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,9,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506,Gd,TA,PConc,Gd,TA,TA,GLQ,689,Unf,0,773,1462,GasA,Ex,Y,SBrkr,1.988769,1304,0,2.071312,1,0,2,1,4,1,Ex,9,Typ,1,None,Attchd,1995,Fin,3,810,TA,TA,Y,0,146,202,0,0,0,None,None,None,0,7,2009,WD,Normal,2.557746,7.93523,144.2377
233,233,160,RM,1.113344,2.005061,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,7,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,297,TA,TA,CBlock,TA,TA,TA,Unf,0,Unf,0,483,483,GasA,TA,Y,SBrkr,1.821321,504,0,1.930749,0,0,1,1,2,1,TA,5,Typ,1,3,Attchd,1972,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2006,WD,Normal,2.438545,6.89467,95.74468
234,234,20,RL,1.462674,2.227141,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,6,1976,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,Fa,Ex,LwQ,182,ALQ,712,0,894,GasA,TA,Y,SBrkr,1.916291,0,0,1.916291,1,0,1,0,3,1,TA,5,Typ,0,None,Attchd,1976,Unf,1,308,TA,TA,Y,365,0,0,0,0,0,None,MnPrv,None,0,2,2010,WD,Normal,2.464818,6.795706,143.4004
236,236,160,RM,1.113344,2.005061,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,7,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,604,TA,TA,CBlock,TA,TA,TA,ALQ,358,Unf,0,125,483,GasA,TA,Y,SBrkr,1.821321,504,0,1.930749,0,0,1,1,2,1,TA,5,Typ,0,None,Detchd,1971,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2008,WD,Normal,2.433788,6.89467,90.67882
237,237,20,RL,1.428968,2.206012,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,8,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98,Gd,TA,PConc,Gd,TA,Ex,GLQ,24,Unf,0,1390,1414,GasA,Ex,Y,SBrkr,1.981578,0,0,1.981578,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2004,RFn,2,494,TA,TA,Y,132,105,0,0,0,0,None,None,None,0,5,2010,WD,Normal,2.495749,7.254178,131.1881
238,238,60,RL,1.443172,2.2142,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,8,2003,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,TA,BLQ,402,Unf,0,594,996,GasA,Ex,Y,SBrkr,1.934655,730,0,2.010083,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1993,RFn,2,457,TA,TA,Y,370,70,0,238,0,0,None,None,None,0,2,2010,WD,Normal,2.499646,7.463937,111.5252
239,239,20,RL,1.511296,2.240195,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,9,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,254,Ex,TA,PConc,Ex,TA,TA,Unf,0,Unf,0,1694,1694,GasA,Ex,Y,SBrkr,2.006178,0,0,2.006178,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2007,Fin,3,818,TA,TA,Y,168,228,0,0,0,0,None,None,None,0,12,2007,New,Partial,2.539222,7.434848,187.7214
240,240,50,RL,1.37403,2.205609,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,7,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,Ex,TA,LwQ,94,Unf,0,641,735,GasA,TA,Y,FuseA,1.899434,689,0,1.988493,0,0,1,1,3,1,TA,7,Typ,1,2,Detchd,1949,Unf,1,220,TA,TA,Y,0,140,0,0,0,0,None,MnPrv,None,0,4,2010,WD,Normal,2.45403,7.304516,75.99193
241,241,20,FV,1.462674,2.208822,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,9,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36,Gd,TA,PConc,Gd,TA,Ex,GLQ,1078,Unf,0,488,1566,GasA,Ex,Y,SBrkr,1.995554,0,0,1.995554,1,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2008,RFn,2,750,TA,TA,Y,144,168,0,0,0,0,None,None,None,0,4,2010,WD,Normal,2.523968,7.35628,167.6245
242,242,30,RM,1.305323,2.111859,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,6,1997,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,TA,ALQ,329,Unf,0,357,686,GasA,Gd,Y,SBrkr,1.911597,0,0,1.911597,0,0,1,0,2,1,Gd,4,Typ,0,None,None,0,None,0,0,None,None,Y,58,42,0,0,0,0,None,None,None,0,8,2007,WD,Normal,2.452105,6.763885,127.5982
243,243,50,RM,1.421453,2.142087,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,6,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,TA,Unf,0,Unf,0,540,540,GasA,Gd,N,FuseA,1.915465,551,0,1.984086,0,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1940,Unf,1,352,Fa,TA,Y,0,0,77,0,0,0,None,None,None,0,4,2006,WD,Normal,2.422783,7.272398,54.86111
244,244,160,RL,1.462674,2.228268,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,7,1980,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,TA,Unf,0,Unf,0,626,626,GasA,TA,Y,SBrkr,1.862428,591,0,1.960678,0,0,1,1,3,1,TA,6,Typ,1,None,Attchd,1980,RFn,1,288,TA,TA,Y,0,28,0,0,0,0,None,None,None,0,4,2009,WD,Normal,2.459183,7.104144,98.60312
245,245,60,RL,1.443172,2.207346,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,8,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,TA,GLQ,695,Unf,0,253,948,GasA,Ex,Y,SBrkr,1.961255,888,0,2.035286,1,0,2,1,3,1,Gd,8,Typ,2,1,Attchd,1994,RFn,2,463,TA,TA,Y,0,130,0,0,0,0,None,None,None,0,5,2010,WD,Normal,2.503955,7.654443,97.1564
246,246,20,RL,1.477511,2.224576,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,8,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102,TA,TA,CBlock,Gd,TA,Ex,GLQ,929,Unf,0,916,1845,GasA,Gd,Y,SBrkr,2.019527,0,0,2.019527,0,1,2,0,3,1,TA,6,Typ,1,None,Attchd,1988,Fin,2,604,TA,TA,Y,197,39,0,0,0,0,None,None,None,0,6,2006,WD,Normal,2.517263,7.534763,129.0064
